contract_id,event_date,event_type
212431,2021-03-11 21:10:29,Информер ВК. Показ
212431,2021-03-16 20:43:25,Информер ВК. Показ
212431,2021-03-17 21:56:12,Информер ВК. Показ
212968,2021-03-10 22:21:44,Включение интернета на 20 минут
212968,2021-03-10 22:22:01,Информер ВК. Показ
213016,2021-03-01 16:14:42,Включение интернета на 20 минут
213329,2021-03-01 18:58:05,Информер ВК. Показ
213329,2021-03-02 19:55:48,Информер ВК. Показ
213406,2021-03-03 11:36:56,Включение интернета на 20 минут
213463,2021-03-14 14:37:54,Информер ВК. Показ
213463,2021-03-14 14:38:12,Включение интернета на 20 минут
213522,2021-03-12 09:38:49,Включение интернета на 20 минут
213522,2021-03-14 19:07:36,Смена пароля
213522,2021-04-12 13:48:16,Гарантированный платеж за деньги
213729,2021-03-25 23:05:34,Включение интернета на 20 минут
213871,2021-04-24 19:06:49,Гарантированный платеж за деньги
214001,2021-03-15 02:22:19,Гарантированный платеж за деньги
214010,2021-03-10 23:18:00,Гарантированный платеж за деньги
214010,2021-03-14 00:57:53,Информер ВК. Показ
214010,2021-03-14 00:58:51,Включение интернета на 20 минут
214010,2021-03-14 01:00:55,Информер ВК. Показ
214010,2021-03-14 01:07:01,Просмотр раздела Тайный покупатель
214010,2021-03-14 01:07:35,Информер ВК. Показ
214010,2021-03-17 00:14:49,Включение интернета на 20 минут
214061,2021-03-28 18:02:06,Включение интернета на 20 минут
214061,2021-03-28 18:02:07,Включение интернета на 20 минут
214491,2021-04-07 17:37:01,Информер ВК. Показ
214491,2021-04-07 17:37:35,Информер ВК. Показ
214491,2021-04-22 15:00:55,Информер ВК. Показ
214545,2021-04-09 20:04:21,Информер ВК. Показ
214545,2021-04-09 20:09:23,Информер ВК. Показ
214545,2021-04-09 20:18:15,Информер ВК. Показ
214545,2021-04-10 20:54:23,Включение интернета на 20 минут
214545,2021-04-11 22:37:00,Включение интернета на 20 минут
214545,2021-04-13 23:26:17,Включение интернета на 20 минут
214655,2021-04-05 16:19:17,Информер ВК. Показ
214655,2021-04-23 13:25:30,Включение интернета на 20 минут
214756,2021-03-14 17:21:16,Включение интернета на 20 минут
214854,2021-03-01 13:27:21,Включение интернета на 20 минут
215211,2021-03-05 11:22:25,Информер ВК. Показ
215211,2021-03-05 11:23:08,Информер ВК. Показ
215211,2021-03-05 11:24:24,Гарантированный платеж за деньги
215211,2021-03-05 11:26:50,Информер ВК. Показ
215295,2021-03-16 20:08:35,Информер ВК. Показ
215295,2021-03-16 20:21:27,Информер ВК. Показ
215295,2021-03-16 20:22:40,Информер ВК. Показ
215345,2021-03-08 00:14:52,Информер ВК. Показ
215345,2021-03-08 00:15:16,Просмотр раздела Тайный покупатель
215345,2021-03-08 00:15:31,Информер ВК. Показ
215345,2021-03-08 00:19:28,Информер ВК. Показ
215364,2021-03-05 13:13:30,Включение интернета на 20 минут
215630,2021-03-05 11:10:26,Гарантированный платеж за деньги
215630,2021-03-22 22:03:44,Гарантированный платеж за деньги
215630,2021-04-08 19:36:04,Включение интернета на 20 минут
215630,2021-04-08 19:36:11,Информер ВК. Показ
215630,2021-04-08 19:36:27,Гарантированный платеж за деньги
216025,2021-03-11 14:03:54,Включение интернета на 20 минут
216025,2021-03-11 14:03:55,Включение интернета на 20 минут
216025,2021-03-11 14:07:32,Информер ВК. Показ
216025,2021-03-11 14:07:56,Информер ВК. Показ
216025,2021-03-23 13:02:10,Информер ВК. Показ
216099,2021-04-02 18:44:22,Информер ВК. Показ
216099,2021-04-02 18:44:33,Отключение услуги Автоплатёж
216099,2021-04-02 18:46:03,Информер ВК. Показ
216099,2021-04-02 18:46:09,Информер ВК. Закрытие
216150,2021-03-03 18:45:33,Информер ВК. Показ
216150,2021-03-03 18:45:43,Гарантированный платеж за деньги
216150,2021-03-04 23:40:35,Информер ВК. Показ
216150,2021-03-06 10:53:28,Информер ВК. Показ
216150,2021-03-09 19:11:04,Гарантированный платеж за деньги
216150,2021-03-12 19:28:56,Гарантированный платеж за деньги
216150,2021-03-15 12:33:12,Тайный покупатель. Отправлена анкета
216150,2021-03-15 16:43:18,Бонус-скорость
216150,2021-03-19 01:17:45,Бонус-скорость
216150,2021-03-19 19:32:31,Гарантированный платеж за деньги
216150,2021-03-23 19:48:31,Включение интернета на 20 минут
216150,2021-03-23 19:49:26,Гарантированный платеж за деньги
216150,2021-03-26 20:00:08,Гарантированный платеж за деньги
216150,2021-03-29 20:19:56,Включение интернета на 20 минут
216150,2021-03-29 20:21:08,Гарантированный платеж за деньги
216232,2021-03-29 18:28:59,Информер ВК. Показ
216232,2021-03-29 18:35:20,Информер ВК. Показ
216232,2021-03-29 18:40:22,Информер ВК. Показ
216363,2021-03-19 10:45:46,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
216363,2021-03-19 10:45:48,Получение подарка в ЛК: сутки интернета на максимальной скорости
216363,2021-03-19 10:45:55,Информер ВК. Показ
216363,2021-03-19 10:46:11,Информер ВК. Показ
216363,2021-03-19 10:51:24,Информер ВК. Показ
216514,2021-03-16 17:38:34,Информер ВК. Показ
216576,2021-04-13 20:02:03,Информер ВК. Показ
216576,2021-04-13 20:09:57,Информер ВК. Показ
216576,2021-04-13 21:02:09,Информер ВК. Показ
216592,2021-04-03 15:42:48,Включение интернета на 20 минут с IVR
217600,2021-03-18 17:56:32,Включение интернета на 20 минут
217600,2021-04-19 07:28:36,Гарантированный платеж за деньги
218136,2021-04-11 13:08:23,Включение интернета на 20 минут
219528,2021-04-07 18:32:31,Включение интернета на 20 минут с IVR
219528,2021-04-07 18:43:40,Просмотр раздела Тайный покупатель
219528,2021-04-07 18:45:12,Информер ВК. Показ
219528,2021-04-07 19:00:21,Информер ВК. Показ
219528,2021-04-07 19:02:06,Информер ВК. Показ
219528,2021-04-11 13:57:09,Включение интернета на 20 минут с IVR
219679,2021-03-06 12:40:49,Гарантированный платеж за деньги
219679,2021-04-10 11:22:34,Гарантированный платеж за деньги
220160,2021-04-16 07:18:47,Информер ВК. Показ
220193,2021-04-05 00:05:02,Гарантированный платеж за деньги
220508,2021-03-21 23:58:11,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
220508,2021-03-21 23:58:14,Получение подарка в ЛК: сутки интернета на максимальной скорости
220508,2021-03-21 23:58:57,Информер ВК. Показ
220508,2021-04-20 01:23:11,Гарантированный платеж за деньги
220561,2021-04-10 12:25:27,Включение интернета на 20 минут с IVR
220561,2021-04-12 19:31:30,Гарантированный платеж за деньги
220682,2021-03-28 21:40:29,Информер ВК. Показ
221259,2021-04-03 22:17:46,Включение IPTV-пакета
221259,2021-04-06 19:51:22,Информер ВК. Показ
221259,2021-04-06 22:24:26,Включение интернета на 20 минут
221259,2021-04-06 22:24:33,Информер ВК. Показ
221259,2021-04-06 22:24:58,Гарантированный платеж за деньги
221259,2021-04-09 22:32:00,Информер ВК. Показ
221259,2021-04-09 22:32:19,Включение интернета на 20 минут
221259,2021-04-09 22:32:33,Гарантированный платеж за деньги
221259,2021-04-12 22:36:37,Гарантированный платеж за деньги
221259,2021-04-19 12:21:03,Гарантированный платеж за деньги
221259,2021-04-22 15:00:01,Гарантированный платеж за деньги
221259,2021-04-28 18:29:01,Включение интернета на 20 минут
221473,2021-03-19 22:21:40,Включение интернета на 20 минут
221473,2021-04-24 01:26:33,Включение интернета на 20 минут с IVR
221773,2021-04-26 15:03:45,Гарантированный платеж за деньги
222090,2021-03-26 19:22:11,Принято заявление и доп. соглашение по переезду
222090,2021-03-26 19:22:16,Информер ВК. Показ
222090,2021-03-26 19:23:32,Информер ВК. Показ
222090,2021-03-26 19:26:07,Информер ВК. Показ
222090,2021-03-28 00:01:37,Включение интернета на 20 минут
222090,2021-04-01 00:05:08,Включение интернета на 20 минут
222210,2021-03-02 21:52:43,Включение интернета на 20 минут
222210,2021-03-02 21:52:44,Включение интернета на 20 минут
222210,2021-03-02 21:54:16,Информер ВК. Показ
222210,2021-03-02 21:58:40,Информер ВК. Показ
222210,2021-03-02 22:19:43,Гарантированный платеж за деньги
222210,2021-03-06 18:01:21,Информер ВК. Показ
222210,2021-03-06 18:04:30,Гарантированный платеж за деньги
222210,2021-03-09 18:42:18,Гарантированный платеж за деньги
222210,2021-03-12 20:13:56,Гарантированный платеж за деньги
222210,2021-03-15 20:27:15,Гарантированный платеж за деньги
222210,2021-03-18 22:10:10,Гарантированный платеж за деньги
222210,2021-03-22 16:55:25,Гарантированный платеж за деньги
222210,2021-03-26 19:56:46,Гарантированный платеж за деньги
222210,2021-03-30 19:05:32,Гарантированный платеж за деньги
222210,2021-04-02 20:09:16,Гарантированный платеж за деньги
222210,2021-04-05 12:46:16,Информер ВК. Показ
222210,2021-04-05 12:46:19,Информер ВК. Показ
222210,2021-04-06 19:24:01,Информер ВК. Показ
222210,2021-04-06 19:27:15,Гарантированный платеж за деньги
222210,2021-04-10 12:45:12,Гарантированный платеж за деньги
222210,2021-04-13 20:20:00,Гарантированный платеж за деньги
222210,2021-04-17 11:12:10,Включение интернета на 20 минут с IVR
222210,2021-04-20 03:00:40,Включение интернета на 20 минут
222210,2021-04-20 03:09:02,Гарантированный платеж за деньги
222210,2021-04-23 11:20:10,Включение интернета на 20 минут
222210,2021-04-23 11:29:41,Гарантированный платеж за деньги
222374,2021-04-01 13:50:14,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
222374,2021-04-01 13:50:19,Получение подарка в ЛК: сутки интернета на максимальной скорости
222374,2021-04-01 13:50:24,Информер ВК. Показ
222374,2021-04-01 13:59:16,Информер ВК. Показ
222374,2021-04-01 13:59:18,Информер ВК. Показ
222484,2021-04-04 08:57:48,Гарантированный платеж за деньги
223041,2021-03-06 16:40:49,Включение интернета на 20 минут с IVR
223041,2021-04-06 21:06:37,Включение интернета на 20 минут с IVR
223155,2021-03-03 01:29:29,Получение подарка в ЛК: сутки интернета на максимальной скорости
223155,2021-03-03 01:29:32,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
223155,2021-03-04 03:07:08,Информер ВК. Показ
223155,2021-03-08 22:54:38,Информер ВК. Показ
223155,2021-03-09 13:11:55,Включение интернета на 20 минут
223156,2021-03-12 20:11:49,Включение интернета на 20 минут
223156,2021-04-02 12:53:42,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
223156,2021-04-02 12:53:59,Получение подарка в ЛК: сутки интернета на максимальной скорости
223156,2021-04-02 12:54:32,Информер ВК. Показ
223156,2021-04-02 12:57:26,Информер ВК. Показ
223156,2021-04-02 13:04:45,Информер ВК. Показ
223201,2021-04-05 09:45:42,Включение интернета на 20 минут с IVR
223554,2021-03-17 12:41:30,Информер ВК. Показ
223554,2021-03-17 12:44:23,Просмотр раздела Тайный покупатель
223554,2021-03-17 12:45:05,Информер ВК. Показ
223554,2021-03-17 12:47:09,Информер ВК. Показ
223554,2021-03-19 11:19:54,Включение интернета на 20 минут
223554,2021-04-24 14:27:26,Информер ВК. Показ
223566,2021-03-19 11:22:08,Гарантированный платеж за деньги
223566,2021-03-23 16:13:49,Включение интернета на 20 минут с IVR
223566,2021-04-21 15:39:56,Информер ВК. Показ
223566,2021-04-21 15:40:15,Информер ВК. Показ
223566,2021-04-21 15:42:13,Информер ВК. Показ
224376,2021-03-04 22:28:44,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
224376,2021-03-04 22:28:50,Получение подарка в ЛК: сутки интернета на максимальной скорости
224376,2021-03-04 22:34:56,Информер ВК. Показ
224376,2021-03-04 22:36:16,Информер ВК. Показ
224376,2021-04-26 20:57:26,Информер ВК. Показ
224444,2021-03-13 20:49:37,Включение интернета на 20 минут
224444,2021-03-13 20:50:23,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
224444,2021-03-13 20:51:12,Получение подарка в ЛК: сутки интернета на максимальной скорости
224444,2021-03-13 20:54:01,Информер ВК. Показ
224444,2021-03-13 20:58:27,Информер ВК. Показ
224444,2021-03-13 20:58:44,Информер ВК. Показ
224877,2021-03-06 00:37:45,Гарантированный платеж за деньги
224877,2021-03-12 19:24:51,Информер ВК. Показ
224877,2021-03-12 19:25:08,Гарантированный платеж за деньги
224877,2021-03-16 16:14:28,Информер ВК. Показ
224877,2021-03-16 16:14:42,Включение интернета на 20 минут
224877,2021-03-16 16:18:34,Информер ВК. Показ
224877,2021-03-16 18:39:35,Гарантированный платеж за деньги
224877,2021-03-19 18:43:35,Гарантированный платеж за деньги
224877,2021-03-25 19:46:17,Гарантированный платеж за деньги
224877,2021-03-29 14:19:38,Включение интернета на 20 минут
224877,2021-03-29 14:29:29,Гарантированный платеж за деньги
224877,2021-04-01 21:28:01,Включение интернета на 20 минут
224904,2021-03-27 20:35:37,Принято заявление и доп. соглашение по переезду
224904,2021-03-27 20:35:40,Информер ВК. Показ
224904,2021-03-27 20:38:19,Информер ВК. Показ
224904,2021-03-27 20:38:42,Информер ВК. Показ
225384,2021-04-11 15:32:07,Информер ВК. Показ
225402,2021-03-13 15:30:18,Гарантированный платеж за деньги
239498,2021-03-01 14:37:48,Гарантированный платеж за деньги
239498,2021-03-04 16:29:22,Информер ВК. Показ
239498,2021-03-04 16:30:22,Информер ВК. Показ
239498,2021-03-04 16:30:25,Включение интернета на 20 минут
239498,2021-03-04 16:32:52,Информер ВК. Показ
239498,2021-03-04 16:34:37,Гарантированный платеж за деньги
239498,2021-03-08 21:05:25,Включение интернета на 20 минут
239498,2021-03-08 21:05:26,Включение интернета на 20 минут
239498,2021-03-20 16:52:24,Смена тарифа
239498,2021-04-09 22:47:16,Включение интернета на 20 минут
239498,2021-04-09 22:47:45,Информер ВК. Показ
239498,2021-04-09 22:49:01,Информер ВК. Показ
239498,2021-04-09 22:49:46,Гарантированный платеж за деньги
239498,2021-04-13 19:20:49,Информер ВК. Показ
239953,2021-03-07 22:19:32,Включение интернета на 20 минут
239953,2021-03-30 18:23:44,Информер ВК. Показ
239953,2021-03-30 18:24:32,Просмотр раздела Тайный покупатель
239953,2021-03-30 18:25:11,Информер ВК. Показ
239953,2021-03-30 18:25:36,Информер ВК. Показ
239953,2021-04-08 08:19:51,Гарантированный платеж за деньги
239981,2021-03-28 09:01:40,Информер ВК. Показ
239981,2021-03-28 09:02:13,Информер ВК. Показ
239981,2021-03-28 09:02:58,Информер ВК. Показ
239981,2021-03-28 09:07:33,Смена тарифа
240092,2021-03-01 20:57:38,Включение интернета на 20 минут с IVR
240098,2021-03-08 11:37:53,Включение интернета на 20 минут
240285,2021-03-05 22:21:37,Включение интернета на 20 минут
240833,2021-04-23 10:54:23,Включение интернета на 20 минут
240833,2021-04-23 10:54:24,Включение интернета на 20 минут
240833,2021-04-23 16:20:05,Гарантированный платеж за деньги
241317,2021-03-03 22:21:51,Гарантированный платеж за деньги
241317,2021-03-07 04:03:12,Включение интернета на 20 минут с IVR
241317,2021-03-13 09:20:38,Включение интернета на 20 минут с IVR
241317,2021-04-13 13:58:26,Информер ВК. Показ
241317,2021-04-13 13:58:37,Гарантированный платеж за деньги
241317,2021-04-17 00:31:36,Включение интернета на 20 минут с IVR
241317,2021-04-20 12:15:16,Включение интернета на 20 минут с IVR
241353,2021-04-26 10:29:04,Информер ВК. Показ
241353,2021-04-26 10:29:33,Информер ВК. Закрытие
241353,2021-04-26 10:29:41,Просмотр раздела Тайный покупатель
241353,2021-04-26 10:30:11,Виртуальное бессмертие. Включение
241353,2021-04-26 10:37:13,Гарантированный платеж за деньги
266910,2021-03-01 09:53:18,Гарантированный платеж за деньги
266910,2021-03-17 13:36:06,Включение IPTV-пакета
267636,2021-04-09 23:39:12,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
267636,2021-04-09 23:40:58,Информер ВК. Показ
267636,2021-04-09 23:48:44,Информер ВК. Показ
267636,2021-04-09 23:50:08,Получение подарка в ЛК: сутки интернета на максимальной скорости
267636,2021-04-09 23:50:48,Информер ВК. Показ
267636,2021-04-27 18:53:29,Включение интернета на 20 минут
267697,2021-03-20 23:38:48,Информер ВК. Показ
267697,2021-03-28 20:59:16,Информер ВК. Показ
267697,2021-03-28 20:59:20,Включение интернета на 20 минут
267697,2021-03-28 21:07:28,Информер ВК. Показ
267851,2021-03-02 21:18:06,Включение интернета на 20 минут
267851,2021-03-03 16:50:15,Гарантированный платеж за деньги
267851,2021-03-06 17:07:14,Гарантированный платеж за деньги
267851,2021-03-09 20:13:18,Гарантированный платеж за деньги
267851,2021-03-12 21:41:05,Информер ВК. Показ
267851,2021-03-12 21:41:18,Информер ВК. Показ
267851,2021-03-12 21:44:29,Гарантированный платеж за деньги
267851,2021-03-16 18:08:38,Информер ВК. Показ
267851,2021-03-16 18:08:53,Гарантированный платеж за деньги
267851,2021-03-19 18:27:35,Включение интернета на 20 минут
267851,2021-03-19 18:57:32,Гарантированный платеж за деньги
267851,2021-03-22 23:37:58,Гарантированный платеж за деньги
267851,2021-03-26 23:02:30,Включение интернета на 20 минут
267851,2021-03-26 23:42:53,Гарантированный платеж за деньги
267851,2021-03-30 17:39:24,Гарантированный платеж за деньги
267851,2021-04-02 17:54:36,Включение интернета на 20 минут
267851,2021-04-02 17:54:37,Включение интернета на 20 минут
267851,2021-04-03 17:25:25,Гарантированный платеж за деньги
267851,2021-04-06 19:04:14,Гарантированный платеж за деньги
267851,2021-04-09 19:45:07,Гарантированный платеж за деньги
267851,2021-04-12 20:45:42,Гарантированный платеж за деньги
267851,2021-04-16 00:52:36,Информер ВК. Показ
267851,2021-04-16 00:52:52,Гарантированный платеж за деньги
268002,2021-03-07 21:09:30,Принято заявление и доп. соглашение по переезду
268002,2021-03-07 21:09:33,Информер ВК. Показ
268002,2021-03-07 21:09:39,Информер ВК. Показ
268002,2021-03-07 21:11:59,Информер ВК. Показ
268409,2021-04-13 19:03:32,Информер ВК. Показ
268409,2021-04-13 19:04:14,Информер ВК. Показ
268409,2021-04-13 19:05:38,Информер ВК. Показ
268409,2021-04-13 19:17:35,Включение интернета на 20 минут
268901,2021-03-12 00:35:17,Информер ВК. Показ
268901,2021-03-13 14:59:17,Информер ВК. Показ
268901,2021-03-24 11:44:43,Информер ВК. Показ
268901,2021-03-29 22:17:17,Включение интернета на 20 минут
268901,2021-03-29 22:17:47,Гарантированный платеж за деньги
268901,2021-04-01 23:21:30,Включение интернета на 20 минут
268901,2021-04-04 23:37:19,Гарантированный платеж за деньги
268901,2021-04-08 11:38:47,Включение интернета на 20 минут
268901,2021-04-08 13:36:10,Гарантированный платеж за деньги
268901,2021-04-11 19:59:18,Включение интернета на 20 минут
268901,2021-04-11 20:51:14,Гарантированный платеж за деньги
268917,2021-03-01 13:09:44,Включение интернета на 20 минут
268917,2021-03-01 13:10:31,Информер ВК. Показ
268917,2021-03-01 13:10:52,Информер ВК. Показ
268917,2021-03-13 18:58:40,Включение IPTV-пакета
268917,2021-03-22 16:16:43,Включение интернета на 20 минут с IVR
268917,2021-03-24 23:45:34,Информер ВК. Показ
269095,2021-04-05 08:52:15,Включение интернета на 20 минут
269095,2021-04-05 08:52:16,Включение интернета на 20 минут
269141,2021-03-05 18:27:16,Включение интернета на 20 минут
269276,2021-03-23 21:35:28,Информер ВК. Показ
269276,2021-04-07 05:26:31,Гарантированный платеж за деньги
269312,2021-03-11 21:04:09,Включение интернета на 20 минут
269329,2021-03-10 21:26:42,Включение интернета на 20 минут
269329,2021-04-17 13:08:08,Информер ВК. Показ
269404,2021-03-31 19:53:15,Информер ВК. Показ
269404,2021-03-31 19:54:47,Информер ВК. Показ
269404,2021-03-31 19:55:44,Информер ВК. Показ
269404,2021-03-31 20:14:41,Гарантированный платеж за деньги
269405,2021-04-03 17:35:38,Информер ВК. Показ
269405,2021-04-08 13:31:53,Информер ВК. Показ
269533,2021-03-08 22:08:45,Включение интернета на 20 минут
269533,2021-03-08 22:08:46,Включение интернета на 20 минут
269557,2021-03-06 15:53:51,Включение интернета на 20 минут
269557,2021-04-06 20:37:48,Гарантированный платеж за деньги
269637,2021-03-07 15:03:02,Принято заявление и доп. соглашение по переезду
269637,2021-03-07 15:03:05,Информер ВК. Показ
269637,2021-03-07 15:06:47,Информер ВК. Показ
269637,2021-03-25 13:13:27,Включение интернета на 20 минут
269796,2021-03-07 14:29:48,Включение интернета на 20 минут
269815,2021-03-27 11:48:59,Информер ВК. Показ
269815,2021-03-27 11:49:28,Информер ВК. Показ
269815,2021-03-27 11:52:01,Смена пароля
269815,2021-03-27 11:52:10,Информер ВК. Показ
269859,2021-04-07 18:44:50,Включение интернета на 20 минут с IVR
269883,2021-03-09 14:26:03,Включение интернета на 20 минут
269892,2021-03-01 23:18:41,Включение интернета на 20 минут
269892,2021-03-01 23:19:17,Гарантированный платеж за деньги
269898,2021-03-28 10:52:31,Информер ВК. Показ
269898,2021-03-28 10:52:44,Информер ВК. Показ
269898,2021-03-28 10:52:48,Включение интернета на 20 минут
269898,2021-03-28 10:53:20,Информер ВК. Показ
269898,2021-03-30 16:08:49,Гарантированный платеж за деньги
269942,2021-04-13 23:35:57,Гарантированный платеж за деньги
269970,2021-03-02 22:42:36,Информер ВК. Показ
269970,2021-03-02 22:43:32,Информер ВК. Показ
269970,2021-03-02 22:50:48,Включение интернета на 20 минут
269970,2021-03-02 22:52:00,Информер ВК. Показ
269999,2021-03-07 18:26:15,Информер ВК. Показ
269999,2021-03-07 18:27:02,Информер ВК. Показ
269999,2021-03-07 18:27:11,Информер ВК. Показ
269999,2021-03-07 18:28:23,Включение интернета на 20 минут
270023,2021-03-25 16:28:05,Принято заявление и доп. соглашение по переезду
270023,2021-03-25 16:28:07,Информер ВК. Показ
270023,2021-03-25 16:28:56,Информер ВК. Показ
270023,2021-03-25 16:32:14,Информер ВК. Показ
270119,2021-03-15 20:56:23,Включение интернета на 20 минут
270119,2021-04-07 17:47:51,Информер ВК. Показ
270129,2021-03-11 17:20:07,Включение интернета на 20 минут
270234,2021-03-09 23:27:09,Включение интернета на 20 минут
270247,2021-03-21 13:05:42,Информер ВК. Показ
270247,2021-03-21 16:39:45,Информер ВК. Показ
270405,2021-03-01 17:23:08,Гарантированный платеж за деньги
270405,2021-03-01 17:25:49,Информер ВК. Показ
270405,2021-03-01 17:27:16,Информер ВК. Показ
270405,2021-03-01 17:28:21,Информер ВК. Показ
270405,2021-03-08 20:24:44,Гарантированный платеж за деньги
270405,2021-03-13 11:48:00,Гарантированный платеж за деньги
270405,2021-03-16 21:50:34,Гарантированный платеж за деньги
270405,2021-03-22 10:29:13,Гарантированный платеж за деньги
270405,2021-03-25 11:05:13,Гарантированный платеж за деньги
270405,2021-04-09 09:21:50,Информер ВК. Показ
270405,2021-04-09 09:22:32,Информер ВК. Показ
270405,2021-04-09 09:22:49,Гарантированный платеж за деньги
270405,2021-04-09 09:33:52,Информер ВК. Показ
270405,2021-04-12 10:52:15,Гарантированный платеж за деньги
270405,2021-04-15 12:22:10,Гарантированный платеж за деньги
270405,2021-04-21 21:09:22,Гарантированный платеж за деньги
270405,2021-04-24 23:15:24,Гарантированный платеж за деньги
270571,2021-03-14 11:05:21,Включение интернета на 20 минут
270599,2021-04-15 23:00:18,Информер ВК. Показ
270599,2021-04-15 23:01:37,Гарантированный платеж за деньги
270654,2021-03-07 13:42:11,Гарантированный платеж за деньги
270654,2021-03-11 22:07:38,Гарантированный платеж за деньги
270654,2021-03-15 00:55:43,Информер ВК. Показ
270654,2021-03-15 00:58:39,Информер ВК. Показ
270654,2021-03-15 00:58:58,Гарантированный платеж за деньги
270654,2021-03-18 01:36:45,Информер ВК. Показ
270654,2021-03-18 01:37:02,Гарантированный платеж за деньги
270654,2021-03-21 19:06:58,Гарантированный платеж за деньги
270654,2021-04-02 17:24:17,Гарантированный платеж за деньги
270893,2021-04-10 02:06:31,Информер ВК. Показ
270893,2021-04-10 02:07:03,Информер ВК. Показ
270893,2021-04-10 02:07:16,Информер ВК. Показ
270893,2021-04-10 02:07:42,Включение интернета на 20 минут
270923,2021-03-08 23:13:07,Гарантированный платеж за деньги
270975,2021-04-24 18:26:12,Информер ВК. Показ
270975,2021-04-24 18:27:31,Информер ВК. Показ
271049,2021-03-06 15:05:15,Гарантированный платеж за деньги
271049,2021-03-26 12:43:15,Включение интернета на 20 минут с IVR
271049,2021-03-29 18:02:43,Включение интернета на 20 минут с IVR
271049,2021-04-02 16:10:07,Включение интернета на 20 минут
271049,2021-04-02 16:10:16,Информер ВК. Показ
271049,2021-04-02 16:11:44,Информер ВК. Показ
271049,2021-04-02 16:12:16,Гарантированный платеж за деньги
271049,2021-04-06 00:41:28,Включение интернета на 20 минут
271049,2021-04-14 15:29:04,Включение интернета на 20 минут
271049,2021-04-14 15:29:05,Включение интернета на 20 минут
271049,2021-04-25 19:52:42,Информер ВК. Показ
271082,2021-03-05 14:49:47,Принято заявление и доп. соглашение по переезду
271082,2021-03-05 14:49:50,Информер ВК. Показ
271082,2021-03-05 14:50:35,Информер ВК. Показ
271082,2021-03-05 14:52:03,Информер ВК. Показ
271082,2021-03-05 15:22:17,Абонент оставил отзыв в Личном кабинете
271082,2021-03-05 15:40:00,Включение IPTV-пакета
271082,2021-03-06 22:16:00,Гарантированный платеж за деньги
271082,2021-03-10 10:56:11,Включение интернета на 20 минут
271179,2021-03-28 21:48:50,Включение интернета на 20 минут
271241,2021-03-04 18:45:24,Принято заявление и доп. соглашение по переезду
271241,2021-03-04 18:45:28,Информер ВК. Показ
271378,2021-03-03 03:02:04,Виртуальное бессмертие. Использование
271378,2021-04-03 00:42:56,Информер ВК. Показ
271378,2021-04-03 00:43:17,Включение интернета на 20 минут
271378,2021-04-03 00:43:27,Гарантированный платеж за деньги
271378,2021-04-06 04:26:06,Информер ВК. Показ
271378,2021-04-06 04:27:19,Виртуальное бессмертие. Отключение
271378,2021-04-06 04:27:27,Информер ВК. Показ
271378,2021-04-06 04:27:53,Виртуальное бессмертие. Включение
271378,2021-04-06 04:30:43,Виртуальное бессмертие. Отключение
271378,2021-04-06 04:31:11,Включение интернета на 20 минут
271378,2021-04-06 04:33:44,Виртуальное бессмертие. Включение
271378,2021-04-06 04:36:00,Виртуальное бессмертие. Отключение
271378,2021-04-06 04:40:40,Включение ограничения функций ТВ
271378,2021-04-06 04:55:11,Виртуальное бессмертие. Включение
271378,2021-04-06 04:55:26,Отключение  ограничения функций ТВ
271378,2021-04-06 04:56:51,Виртуальное бессмертие. Отключение
271378,2021-04-06 04:57:57,Виртуальное бессмертие. Включение
271378,2021-04-06 05:22:48,Виртуальное бессмертие. Отключение
271378,2021-04-06 05:23:34,Виртуальное бессмертие. Включение
271378,2021-04-25 12:20:38,Виртуальное бессмертие. Отключение
271378,2021-04-25 12:21:35,Виртуальное бессмертие. Включение
271378,2021-04-25 12:38:48,Включение интернета на 20 минут
271378,2021-04-25 13:07:35,Гарантированный платеж за деньги
271702,2021-03-08 16:37:38,Информер ВК. Показ
271702,2021-03-08 16:38:02,Информер ВК. Показ
271702,2021-03-08 16:40:00,Информер ВК. Показ
271722,2021-03-08 17:56:14,Включение интернета на 20 минут
271819,2021-03-14 18:38:18,Информер ВК. Показ
271819,2021-03-17 22:38:34,Информер ВК. Показ
271819,2021-03-25 21:37:33,Информер ВК. Показ
271819,2021-03-25 21:37:53,Включение интернета на 20 минут
271819,2021-04-20 15:25:14,Информер ВК. Показ
271819,2021-04-23 14:28:17,Информер ВК. Показ
271820,2021-03-21 08:20:11,Информер ВК. Показ
271820,2021-03-21 08:20:34,Гарантированный платеж за деньги
271820,2021-03-24 11:17:24,Включение интернета на 20 минут
271820,2021-04-16 08:22:04,Информер ВК. Показ
271820,2021-04-16 08:22:40,Информер ВК. Показ
271927,2021-03-03 20:08:50,Гарантированный платеж за деньги
271927,2021-03-09 12:25:44,Гарантированный платеж за деньги
271927,2021-03-15 18:07:17,Гарантированный платеж за деньги
